episode,timestep,raw_reward
0,195,-1020.3360075313224
1,307,-1024.485462479409
2,383,-1023.8361748940179
3,540,-1025.9134011986064
4,653,-1023.4248767635072
5,747,-1024.1724965315984
6,849,-1023.9644572256499
7,975,-1024.6629375447046
8,1093,-1021.1762617496372
9,1225,-1019.9850256610268
10,1558,-1022.2310232136401
11,1696,-1027.2815816012615
12,1777,-1022.0184051001979
13,1841,-1020.5182060395039
14,1929,-1026.600506714576
15,2039,-1021.6722911619471
16,2181,-1024.9823681610037
17,2300,-1020.0378805679392
18,2371,-1021.2403005796792
19,2532,-1026.054714375309
20,2642,-1025.4010391639779
21,2706,-1020.3563085226122
22,2893,-1023.4795920788971
23,2978,-1019.1538306035357
24,3046,-1021.4199405850734
25,3112,-1019.7675482367986
26,3190,-1022.8303028217637
27,3266,-1025.3549547181185
28,3395,-1027.0342499297278
29,3497,-1024.8328649297548
30,3587,-1026.6822639423197
31,3854,-1022.3743356726945
32,3931,-1022.6447759689191
33,4074,-1022.0981395616564
34,4173,-1022.6740960593411
35,4338,-1020.9934082828628
36,4461,-1023.0933042146532
37,4566,-1023.4338066267923
38,4639,-1022.8965623854623
39,4751,-1020.8534806750365
40,4825,-1024.4213735460849
41,4916,-1020.4924048508989
42,5035,-1024.345171168358
43,5113,-1020.2453834765487
44,5210,-1024.3509528532238
45,5417,-1024.8107893708548
46,5507,-1023.766256626137
47,5661,-1023.5547914318722
48,5749,-1020.1641154310317
49,5842,-1022.4104209325583
50,5909,-1022.5710526413342
51,6137,-1022.9318366803817
52,6236,-1024.0859650745508
53,6330,-1021.276225859714
54,6431,-1020.2169786698332
55,6534,-1026.5102353817651
56,6634,-1019.2002455084667
57,6752,-1026.8809995550976
58,6915,-1022.2216965445532
59,7085,-1021.8833498806758
60,7163,-1022.7529072204782
61,7277,-1022.8918623325255
62,7383,-1021.9182559750973
63,7506,-1022.1870267375865
64,7574,-1022.7952538537805
65,7759,-1020.1877965697024
66,7888,-1024.9335695183402
67,8122,-1022.1606816818198
68,8215,-1025.4493997216168
69,8343,-1022.4018318834042
70,8444,-1025.085056692027
71,8569,-1024.5515833311565
72,8645,-1020.4707070031434
73,8749,-1023.242272606222
74,8855,-1023.5992237345815
75,8935,-1021.7895636984479
76,9125,-1032.89811069772
77,9318,-1022.7615387219464
78,9457,-1021.8637519945963
79,9539,-1021.0249117177069
80,9750,-1024.993452863183
81,9877,-1020.870840310773
82,9988,-1023.4756662126091
83,10121,-1022.8255922249523
84,10238,-1020.664627530269
85,10323,-1022.9658576334182
86,10442,-1021.4782448234026
87,10521,-1026.1198931447755
88,10823,-1022.6820125418584
89,11128,-1020.2316108560063
90,11237,-1024.844566965941
91,11303,-1021.9513608380967
92,11531,-1028.7170825277399
93,11685,-1024.6331856383756
94,11786,-1020.7544128499093
95,11957,-1025.4086333385565
96,12070,-1027.1273150652366
97,12170,-1020.3422275244912
98,12227,-1020.8332561756331
99,12343,-1020.153808790441
100,12421,-1019.7944626017331
101,12562,-1020.491210928123
102,12662,-1024.974321661436
103,12759,-1019.8804954475552
104,12843,-1025.134581250076
105,13084,-1020.571912506326
106,13179,-1029.252908664051
107,13280,-1024.6805494277667
108,13442,-1023.6839123784958
109,13530,-1026.721006663787
110,13710,-1033.2689634420806
111,13812,-1025.9827369905206
112,13909,-1025.1014148757681
113,14011,-1019.5738880534029
114,14087,-1023.4104730065609
115,14252,-1026.9031025926956
116,14332,-1021.4333620612017
117,14458,-1027.1887588550637
118,14639,-1028.0759141801427
119,14730,-1023.2288267397022
120,14802,-1023.3355601280274
121,14857,-1019.4041236055117
122,14931,-1023.849060801618
123,15016,-1021.6930716852162
124,15101,-1023.7044509879737
125,15248,-1021.2058351086946
126,15364,-1022.3805781447404
127,15457,-1021.75306060182
128,15530,-1020.9901020066609
129,15656,-1020.9839324839418
130,15812,-1021.0407479529474
131,15882,-1022.3430567488912
132,16068,-1025.8127468509501
133,16143,-1023.4508764593714
134,16282,-1025.4490619982782
135,16400,-1024.7355269079342
136,16495,-1024.8043090477229
137,16610,-1021.6454040588228
138,16702,-1022.6734908382683
139,16799,-1023.5891701906988
140,16904,-1019.4483829993413
141,17053,-1033.6540296408625
142,17128,-1022.8438180164377
143,17261,-1025.3706760309642
144,17366,-1027.4489078794447
145,17472,-1026.3920909576723
146,17554,-1021.1829824912351
147,17652,-1021.0212854482211
148,17748,-1020.2428861241489
149,17853,-1030.8814922823547
150,17946,-1024.9287696003703
151,18027,-1025.6368318942903
152,18150,-1022.4862487453989
153,18235,-1022.6516563411411
154,18323,-1021.7955956576759
155,18421,-1023.3116377335087
156,18506,-1022.0474236633224
157,18754,-1020.7783488178719
158,18829,-1022.7879368973977
159,18926,-1026.1691776904406
160,19008,-1020.9311907170983
161,19247,-1020.771694442476
162,19363,-1021.5544830824515
163,19445,-1021.7560161637209
164,19547,-1024.15965501042
165,19617,-1022.5967127750205
166,19736,-1027.5314458331484
167,19911,-1023.7423929213338
168,20066,-1021.5296664194027
169,20180,-1021.742106323653
170,20311,-1024.1202824102663
171,20385,-1024.3721767810905
172,20549,-1023.8826638088608
173,20655,-1022.6048361438225
174,20790,-1021.419229168618
175,20889,-1020.7817653186935
176,20984,-1019.8304418665667
177,21080,-1020.440452865077
178,21158,-1023.3059057796937
179,21303,-1021.7094493857979
180,21428,-1022.0263079444995
181,21548,-1025.163760404254
182,21697,-1024.1567276146925
183,21767,-1023.0812427516822
184,22143,-1025.8549568787828
185,22272,-1030.01474660578
186,22373,-1022.0457966807164
187,22584,-1021.3706226326866
188,22704,-1021.627998374143
189,22802,-1024.2121744274789
190,22918,-1024.6407849242678
191,22997,-1023.5717064106461
192,23125,-1026.6045062366024
193,23239,-1022.7117071612697
194,23346,-1027.1507359936445
195,23437,-1024.9226364641675
196,23522,-1025.9304419058722
197,23635,-1026.8130712724776
198,23754,-1021.2218746649371
199,23841,-1026.301181850924
200,23913,-1023.3819653639093
201,24042,-1019.6032627295726
202,24120,-1021.4619442992713
203,24303,-1020.331220370935
204,24409,-1021.8578180628796
205,24600,-1023.1156639057788
206,24750,-1021.7878883583571
207,25083,-1021.088327582417
208,25249,-1023.1552795436455
209,25351,-1023.6341794754487
210,25463,-1023.1696402508037
211,25590,-1022.5899022678482
212,25685,-1024.347744467172
213,26185,-7.742886425238761
214,26270,-1020.2452388328584
215,26358,-1020.638549416442
216,26449,-1020.7947900648062
217,26533,-1019.9127474326236
218,26624,-1020.3768107880194
219,26962,-1017.4654656849127
220,27072,-1021.5733864577584
221,27297,-1033.6210189705594
222,27432,-1027.9112343181675
223,27544,-1029.9834809028143
224,27693,-1025.90396310383
225,27798,-1028.2790285542605
226,27913,-1024.8701995782355
227,28008,-1026.1212343685775
228,28172,-1025.1920501833404
229,28270,-1025.8524058987457
230,28365,-1025.1311636162163
231,28455,-1025.760538297002
232,28555,-1027.116898188209
233,28644,-1026.3417124328882
234,28733,-1027.482997272886
235,28864,-1025.2078477857206
236,28972,-1024.774577743574
237,29053,-1024.8498086945806
238,29168,-1024.134980669804
239,29295,-1023.8098331811391
240,29459,-1024.6649188455829
241,29597,-1026.1008002485453
242,29701,-1024.5508729314824
243,29780,-1026.1593096401339
244,29905,-1024.5029483010017
245,30033,-1024.2942746039807
246,30201,-1024.027630917927
247,30293,-1025.4497196765706
248,30454,-1025.740562617476
249,30607,-1028.4323313054515
250,30753,-1026.2427967027493
251,30839,-1024.6840954235802
252,30915,-1024.5366778579346
253,31020,-1023.9031412333143
254,31110,-1024.3326423411297
255,31211,-1023.6779472766668
256,31315,-1023.8434975062971
257,31411,-1023.6270426644685
258,31564,-1023.7523315822233
259,31641,-1024.2408279047468
260,31716,-1024.6163583462119
261,31797,-1024.764797441546
262,31901,-1024.7171524923042
263,31976,-1025.4311461065315
264,32069,-1024.6169049171797
265,32151,-1023.7995791497453
266,32227,-1024.0407439852195
267,32298,-1023.5564607313025
268,32400,-1023.3345993973136
269,32520,-1023.8461646726329
270,32600,-1023.9387472591851
271,32671,-1023.1154622004386
272,32774,-1023.0661070448891
273,32854,-1022.9639854327896
274,32941,-1023.2455357166742
275,33011,-1023.8743860059086
276,33076,-1023.5468802979892
277,33186,-1023.9812314028809
278,33266,-1023.5595490701297
279,33356,-1022.8870147977902
280,33437,-1023.9039184988695
281,33512,-1023.486916664133
282,33608,-1023.238667966571
283,33702,-1023.600804817392
284,33783,-1024.0189216014
285,33859,-1023.4485470458741
286,33928,-1023.2686155502386
287,34008,-1023.3171767139963
288,34115,-1023.4286381634571
289,34211,-1023.0692077990362
290,34285,-1023.8024870336804
291,34348,-1023.1475314695487
292,34416,-1023.40118942808
293,34512,-1023.8603868815673
294,34584,-1023.299905966884
295,34646,-1022.8913974209852
296,34727,-1023.4717284510826
297,34801,-1023.0213918285559
298,34870,-1023.2392265557351
299,34970,-1022.9194932881342
300,35029,-1022.5057900195468
301,35120,-1023.4365793351137
302,35195,-1023.5209426481376
303,35261,-1023.0335143444914
304,35332,-1023.0547300533617
305,35410,-1022.9565361332626
306,35505,-1023.6322220954609
307,35603,-1023.579789956763
308,35668,-1022.9948411730686
309,35775,-1023.194255972525
310,35844,-1022.6424816127898
311,35914,-1023.3440895317187
312,35979,-1023.1016210824879
313,36046,-1022.6387665396621
314,36129,-1022.3967796411704
315,36206,-1023.0151815972655
316,36286,-1023.643846841691
317,36363,-1024.2735843871167
318,36448,-1026.9302918108665
319,36572,-1031.4825303278005
320,36639,-1024.625965423327
321,36724,-1026.661402202135
322,36844,-1028.327681144243
323,36959,-1029.8107952769924
324,37080,-1030.0132989746141
325,37195,-1028.0934178441876
326,37284,-1028.7990648783496
327,37360,-1025.9158326420188
328,37477,-1028.948910263754
329,37582,-1031.5316003303287
330,37660,-1029.2555919015683
331,37735,-1026.142752032163
332,37833,-1029.7103012948483
333,37939,-1032.87384645746
334,38023,-1031.9230170221056
335,38109,-1033.894606656429
336,38228,-1034.7166060283662
337,38336,-1035.7953725514692
338,38486,-1034.2225709804213
339,38589,-1035.863005285862
340,38716,-1034.8839476550668
341,38855,-1035.248242621947
342,39016,-1036.2097223453773
343,39161,-1035.460346086295
344,39282,-1036.7999470402378
345,39389,-1036.3599435115545
346,39505,-1036.6678867400958
347,39676,-1036.2386988133971
348,39781,-1038.5671670515771
349,39933,-1036.967006184836
350,40066,-1037.6290361497959
351,40182,-1037.4356497995666
352,40328,-1036.7207007419374
353,40501,-1035.9043463769751
354,40643,-1037.4465451104122
355,40820,-1036.5988187331502
356,40997,-1036.9344270993324
357,41157,-1035.726764426505
358,41257,-1038.7364648722858
359,41381,-1036.9424034035087
360,41539,-1036.4996258155802
361,41689,-1036.3358122104637
362,41804,-1038.3465936480343
363,41974,-1036.0119457090702
364,42124,-1036.576404914406
365,42301,-1035.5060447557912
366,42484,-1035.444160008096
367,42612,-1038.3295853387956
368,42806,-1034.355095722071
369,42947,-1036.9057995454361
370,43084,-1037.0524101023968
371,43290,-1034.4299970424408
372,43418,-1037.3661666257053
373,43562,-1036.7631210153081
374,43775,-1032.9502415400466
375,43955,-1034.1229560198021
376,44242,-1031.0348566110329
377,44607,-1028.3437108200897
378,45107,-1.760870479456962
379,45607,-3.42122096043154
380,46107,-2.662104152907651
381,46607,-1.0039522500213796
382,46751,-1024.1971094718413
383,47251,-1.8048284024797998
384,47349,-1021.1163814632324
385,47445,-1021.0892686382529
386,47945,-2.0325001825718476
387,48445,-4.022410256940594
388,48945,-2.704498653303704
389,49445,-1.5590960902115392
390,49945,-2.1337963273799674
391,50445,-2.0854327702999016
392,50945,-1.9918770502693635
393,51445,-2.121413548651062
394,51945,-1.071395227430711
395,52445,-2.673099468597817
396,52945,-2.175541215633927
397,53445,-4.60757358570721
398,53705,-1026.7600070174792
399,53949,-1030.9934019426967
400,54449,-1.8543689086114008
401,54949,-1.966035764501798
402,55449,-1.832347003170243
403,55949,-1.153374513532635
404,56393,-1028.845290638541
405,56893,-1.3274478175785769
406,57393,-2.2089362351032107
407,57664,-1030.1157553739993
408,58164,-1.6543135053461941
409,58664,-2.122650514782146
410,59164,-3.046939498008564
411,59664,-2.656609102833438
412,60164,-2.6581397801481033
413,60664,-2.328373439052347
414,61164,-2.5687801440968667
415,61664,-4.1568136733979815
416,62164,-3.032765137533617
417,62664,-2.4931634310162365
418,62781,-1023.0556796753714
419,63281,-5.879136830635189
420,63781,-12.040278511781699
421,64281,-12.79000345294612
422,64781,-2.66291704845217
423,65281,-5.05104832370696
424,65781,-9.682370671017777
425,66080,-1035.2904042050113
426,66580,-6.355686270656328
427,67080,-7.385583569046779
428,67224,-1022.8773623409548
429,67724,-11.263462256263885
430,68224,-11.524982638782271
431,68724,-9.640731431588106
432,69224,-11.35679225858925
433,69724,-13.849825797248604
434,70224,-6.671204258010361
435,70724,-5.233956983083972
436,71224,-2.980126198060153
